seq_mp,entidad,id_entidad,municipio,nombre,sexo,partido,integrantes,categoria,descripcion,total_pob,hombres,mujeres,munid_sec,seq_cat,id_distrito,distrito,seccion,unidadterritotial,sede,sede_cat,seq_com,mrcp,seccion_sede,tipo_mrcp,id_mrcp,opinion_si,opinion_no,nulo,total_opiniones,lista_nominal,observaciones,recuento,fecha,seq_sec,tipo,tipo_cat,seq_dh,IDHclasif,IDHidh,IDHgdh,IDHgdh_cat,IDHtmi,IDHipca,IDHisal,IDHieduc,IDHiing,seq_dm,IDMporc_15ymas_analfabeta,IDMporc_15ymas_sinprim,IDMporc_ocu_viv_sindres,IDMporc_ocu_viv_sinel,IDMporc_ocu_viv_sinagua,IDMporc_ocu_viv_hacin,IDMporc_ocu_viv_pisotierra,IDMporc_loc_menor5k,IDMporc_pocu_2sm,IDMindice_marginacion,IDMgrado_marginacion,IDMgradomar_cat,IDMlugar_estatal,IDMlugar_nacional,seq_gin,gini,gin_ingreso,seq_rez,IR_pobtotal,IR_irs,IR_grz,IR_grz_cat,IR_lugar
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1307,6,HEROICA CIUDAD DE TLAXIACO,652,56,NO,0,,,,,,,,,,,,,,1307,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1308,6,HEROICA CIUDAD DE TLAXIACO,653,6,NO,0,,,,,,,,,,,,,,1308,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1309,6,HEROICA CIUDAD DE TLAXIACO,654,2,NO,0,,,,,,,,,,,,,,1309,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1310,6,HEROICA CIUDAD DE TLAXIACO,655,2,SI,1,946.0,200655B01,655.0,B,1.0,241.0,2.0,3.0,246.0,1795.0,Actas de mesas receptoras,NO,2021-02-08 03:13:03,1310,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1310,6,HEROICA CIUDAD DE TLAXIACO,655,2,SI,1,947.0,200655C01,655.0,C,1.0,217.0,2.0,3.0,222.0,1794.0,Actas de mesas receptoras,NO,2021-02-08 03:21:57,1310,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1310,6,HEROICA CIUDAD DE TLAXIACO,655,2,SI,1,948.0,200655C02,655.0,C,2.0,239.0,1.0,3.0,243.0,1794.0,Actas de mesas receptoras,NO,2021-02-08 03:23:52,1310,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1311,6,HEROICA CIUDAD DE TLAXIACO,656,2,NO,0,,,,,,,,,,,,,,1311,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1312,6,HEROICA CIUDAD DE TLAXIACO,657,29,NO,0,,,,,,,,,,,,,,1312,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1313,6,HEROICA CIUDAD DE TLAXIACO,658,2,NO,0,,,,,,,,,,,,,,1313,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1314,6,HEROICA CIUDAD DE TLAXIACO,659,29,NO,0,,,,,,,,,,,,,,1314,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
71,OAXACA,20,PUTLA VILLA DE GUERRERO,MANUEL GUZMAN CARRASCO,H,CI,,3,CANDIDATURA INDEPENDIENTE,34652.0,16189.0,18463.0,71,1315,6,HEROICA CIUDAD DE TLAXIACO,660,2,NO,0,,,,,,,,,,,,,,1315,RURAL,1,73.0,836.0,0.682,MEDIO,1.0,25.2,1830.9,0.8,0.56,0.706,73,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,0.107,A,3,420,1075,73,0.45457,0.119677,73,34652,0.166411,Medio,2,868
72,OAXACA,20,REFORMA DE PINEDA,ARACELY GARCIA  HERNANDEZ ,M,CC,PRIPVEM,0,CANDIDATURA COMUN,2660.0,1282.0,1378.0,72,1703,7,CIUDAD IXTEPEC,661,52,NO,0,,,,,,,,,,,,,,1705,URBANO,2,75.0,856.0,0.68,MEDIO,1.0,19.1,1550.8,0.853,0.541,0.681,75,13.96,40.02,1.14,0.33,0.7,26.29,1.99,100.0,59.04,-0.098,M,2,463,1249,75,0.427658,0.145451,75,2660,-0.4137559999999999,Bajo,1,1441
72,OAXACA,20,REFORMA DE PINEDA,ARACELY GARCIA  HERNANDEZ ,M,CC,PRIPVEM,0,CANDIDATURA COMUN,2660.0,1282.0,1378.0,72,1704,7,CIUDAD IXTEPEC,662,52,NO,0,,,,,,,,,,,,,,1706,URBANO,2,75.0,856.0,0.68,MEDIO,1.0,19.1,1550.8,0.853,0.541,0.681,75,13.96,40.02,1.14,0.33,0.7,26.29,1.99,100.0,59.04,-0.098,M,2,463,1249,75,0.427658,0.145451,75,2660,-0.4137559999999999,Bajo,1,1441
73,OAXACA,20,LA REFORMA,JESUS  MOLINA  MENDOZA ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,3411.0,1675.0,1736.0,73,2037,9,PUERTO ESCONDIDO,663,1,NO,0,,,,,,,,,,,,,,2037,MIXTO,0,76.0,1825.0,0.596,MEDIO,1.0,31.1,837.8,0.75,0.479,0.588,76,9.94,33.13,3.1,2.71,2.86,36.91,9.01,100.0,73.6,0.268,A,3,379,929,76,0.386375,0.135809,76,3411,0.1455199999999999,Medio,2,882
73,OAXACA,20,LA REFORMA,JESUS  MOLINA  MENDOZA ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,3411.0,1675.0,1736.0,73,2038,9,PUERTO ESCONDIDO,664,1,SI,1,1476.0,200664B01,664.0,B,1.0,165.0,3.0,5.0,173.0,1612.0,Actas de mesas receptoras,NO,2021-02-08 04:41:43,2038,MIXTO,0,76.0,1825.0,0.596,MEDIO,1.0,31.1,837.8,0.75,0.479,0.588,76,9.94,33.13,3.1,2.71,2.86,36.91,9.01,100.0,73.6,0.268,A,3,379,929,76,0.386375,0.135809,76,3411,0.1455199999999999,Medio,2,882
73,OAXACA,20,LA REFORMA,JESUS  MOLINA  MENDOZA ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,3411.0,1675.0,1736.0,73,2038,9,PUERTO ESCONDIDO,664,1,SI,1,1477.0,200664C01,664.0,C,1.0,191.0,1.0,2.0,194.0,1611.0,Actas de mesas receptoras,NO,2021-02-08 04:52:28,2038,MIXTO,0,76.0,1825.0,0.596,MEDIO,1.0,31.1,837.8,0.75,0.479,0.588,76,9.94,33.13,3.1,2.71,2.86,36.91,9.01,100.0,73.6,0.268,A,3,379,929,76,0.386375,0.135809,76,3411,0.1455199999999999,Medio,2,882
73,OAXACA,20,LA REFORMA,JESUS  MOLINA  MENDOZA ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,3411.0,1675.0,1736.0,73,2039,9,PUERTO ESCONDIDO,665,1,NO,0,,,,,,,,,,,,,,2039,RURAL,1,76.0,1825.0,0.596,MEDIO,1.0,31.1,837.8,0.75,0.479,0.588,76,9.94,33.13,3.1,2.71,2.86,36.91,9.01,100.0,73.6,0.268,A,3,379,929,76,0.386375,0.135809,76,3411,0.1455199999999999,Medio,2,882
74,OAXACA,20,REYES ETLA,JAVIER  SANTIAGO  RUIZ ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,4370.0,2105.0,2265.0,74,284,2,TEOTITLAN DE FLORES MAGON,666,43,SI,1,221.0,200666B01,666.0,B,1.0,131.0,1.0,2.0,134.0,1516.0,Actas de mesas receptoras,NO,2021-02-08 00:30:29,284,URBANO,2,77.0,640.0,0.7,ALTO,2.0,22.2,1719.5,0.826,0.597,0.697,77,3.57,14.66,1.52,3.07,19.13,38.8,8.56,100.0,49.09,-0.235,M,2,486,1378,77,0.397426,0.127369,77,4370,-0.4806979999999999,Bajo,1,1517
74,OAXACA,20,REYES ETLA,JAVIER  SANTIAGO  RUIZ ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,4370.0,2105.0,2265.0,74,284,2,TEOTITLAN DE FLORES MAGON,666,43,SI,1,222.0,200666C01,666.0,C,1.0,128.0,0.0,0.0,128.0,1516.0,Actas de mesas receptoras,NO,2021-02-08 00:31:51,284,URBANO,2,77.0,640.0,0.7,ALTO,2.0,22.2,1719.5,0.826,0.597,0.697,77,3.57,14.66,1.52,3.07,19.13,38.8,8.56,100.0,49.09,-0.235,M,2,486,1378,77,0.397426,0.127369,77,4370,-0.4806979999999999,Bajo,1,1517
74,OAXACA,20,REYES ETLA,JAVIER  SANTIAGO  RUIZ ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,4370.0,2105.0,2265.0,74,284,2,TEOTITLAN DE FLORES MAGON,666,43,SI,1,223.0,200666C02,666.0,C,2.0,175.0,1.0,0.0,176.0,1516.0,Actas de mesas receptoras,NO,2021-02-08 00:32:25,284,URBANO,2,77.0,640.0,0.7,ALTO,2.0,22.2,1719.5,0.826,0.597,0.697,77,3.57,14.66,1.52,3.07,19.13,38.8,8.56,100.0,49.09,-0.235,M,2,486,1378,77,0.397426,0.127369,77,4370,-0.4806979999999999,Bajo,1,1517
74,OAXACA,20,REYES ETLA,JAVIER  SANTIAGO  RUIZ ,H,USOS Y COSTUMBRES,,4,USOS Y COSTUMBRES,4370.0,2105.0,2265.0,74,285,2,TEOTITLAN DE FLORES MAGON,667,36,NO,0,,,,,,,,,,,,,,285,MIXTO,0,77.0,640.0,0.7,ALTO,2.0,22.2,1719.5,0.826,0.597,0.697,77,3.57,14.66,1.52,3.07,19.13,38.8,8.56,100.0,49.09,-0.235,M,2,486,1378,77,0.397426,0.127369,77,4370,-0.4806979999999999,Bajo,1,1517
75,OAXACA,20,ROJAS DE CUAUHTEMOC,SISTEMA DE USOS Y COSTUMBRES  ,,SISTEMA DE USOS Y COSTUMBRES,,4,,1301.0,633.0,668.0,75,788,4,TLACOLULA DE MATAMOROS,668,59,NO,0,,,,,,,,,,,,,,788,URBANO,2,78.0,472.0,0.719,ALTO,2.0,21.2,1935.3,0.834,0.623,0.715,78,5.01,17.61,0.37,0.0,9.97,16.51,5.58,100.0,41.92,-0.844,B,1,542,1931,78,0.357504,0.140902,78,1301,-0.7227549999999999,Muy bajo,0,1808
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1054,5,SALINA CRUZ,670,51,SI,1,748.0,200670B01,670.0,B,1.0,299.0,1.0,2.0,302.0,1687.0,Actas de mesas receptoras,NO,2021-01-08 21:33:46,1054,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1054,5,SALINA CRUZ,670,51,SI,1,749.0,200670C01,670.0,C,1.0,280.0,1.0,0.0,281.0,1687.0,Actas de mesas receptoras,NO,2021-01-08 21:35:36,1054,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1055,5,SALINA CRUZ,671,41,SI,1,750.0,200671B01,671.0,B,1.0,271.0,1.0,0.0,272.0,1342.0,Actas de mesas receptoras,NO,2021-01-08 21:34:13,1055,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1055,5,SALINA CRUZ,671,41,SI,1,751.0,200671C01,671.0,C,1.0,276.0,2.0,1.0,279.0,1341.0,Actas de paquetes de recuento,NO,2021-01-08 21:57:06,1055,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1056,5,SALINA CRUZ,672,72,NO,0,,,,,,,,,,,,,,1056,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1057,5,SALINA CRUZ,674,19,SI,1,752.0,200674B01,674.0,B,1.0,321.0,3.0,0.0,324.0,1983.0,Actas de mesas receptoras,NO,2021-01-08 20:30:43,1057,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1057,5,SALINA CRUZ,674,19,SI,1,753.0,200674C01,674.0,C,1.0,345.0,0.0,0.0,345.0,1982.0,Actas de mesas receptoras,NO,2021-01-08 20:26:47,1057,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1058,5,SALINA CRUZ,675,54,SI,1,754.0,200675B01,675.0,B,1.0,248.0,1.0,0.0,249.0,1540.0,Actas de mesas receptoras,NO,2021-01-08 21:33:23,1058,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1058,5,SALINA CRUZ,675,54,SI,1,755.0,200675C01,675.0,C,1.0,289.0,0.0,0.0,289.0,1539.0,Actas de mesas receptoras,NO,2021-01-08 21:26:06,1058,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1059,5,SALINA CRUZ,676,41,NO,0,,,,,,,,,,,,,,1059,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1060,5,SALINA CRUZ,677,54,NO,0,,,,,,,,,,,,,,1060,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1061,5,SALINA CRUZ,678,30,SI,1,756.0,200678B01,678.0,B,1.0,215.0,0.0,1.0,216.0,1627.0,Actas de paquetes de recuento,NO,2021-01-08 19:54:22,1061,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1061,5,SALINA CRUZ,678,30,SI,1,757.0,200678C01,678.0,C,1.0,227.0,2.0,0.0,229.0,1626.0,Actas de mesas receptoras,NO,2021-01-08 19:32:51,1061,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1062,5,SALINA CRUZ,679,19,NO,0,,,,,,,,,,,,,,1062,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1063,5,SALINA CRUZ,680,30,NO,0,,,,,,,,,,,,,,1063,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1064,5,SALINA CRUZ,681,38,SI,1,758.0,200681B01,681.0,B,1.0,223.0,0.0,0.0,223.0,1455.0,Actas de paquetes de recuento,NO,2021-01-08 20:28:25,1064,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1064,5,SALINA CRUZ,681,38,SI,1,759.0,200681C01,681.0,C,1.0,205.0,1.0,2.0,208.0,1455.0,Actas de mesas receptoras,NO,2021-01-08 20:16:37,1064,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1064,5,SALINA CRUZ,681,38,SI,1,760.0,200681C02,681.0,C,2.0,224.0,1.0,0.0,225.0,1454.0,Actas de mesas receptoras,NO,2021-01-08 20:17:05,1064,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1065,5,SALINA CRUZ,682,38,NO,0,,,,,,,,,,,,,,1065,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1066,5,SALINA CRUZ,683,62,SI,1,761.0,200683B01,683.0,B,1.0,363.0,2.0,1.0,366.0,1974.0,Actas de mesas receptoras,NO,2021-01-08 20:11:59,1066,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1066,5,SALINA CRUZ,683,62,SI,1,762.0,200683C01,683.0,C,1.0,391.0,0.0,0.0,391.0,1974.0,Actas de mesas receptoras,NO,2021-01-08 20:12:38,1066,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1067,5,SALINA CRUZ,684,29,NO,0,,,,,,,,,,,,,,1067,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
76,OAXACA,20,SALINA CRUZ,JUAN CARLOS  ATECAS  ALTAMIRANO,H,COALICION,PTMORENAPES,2,COALICION ,84438.0,40443.0,43995.0,76,1068,5,SALINA CRUZ,685,38,NO,0,,,,,,,,,,,,,,1068,URBANO,2,79.0,110.0,0.778,ALTO,2.0,11.7,2909.1,0.915,0.664,0.776,79,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-1.134,MB,0,560,2154,79,0.410024,0.169742,79,84438,-0.854991,Muy bajo,0,1980
